Project	Revision(prev)	Revision(cur)	Added	Deleted	File
activemq	activemq-5.0.0	activemq-5.1.0	4	0	activemq-core/src/main/java/org/apache/activemq/broker/jmx/NetworkConnectorView.java
activemq	activemq-5.0.0	activemq-5.1.0	2	0	activemq-core/src/main/java/org/apache/activemq/broker/jmx/NetworkConnectorViewMBean.java
activemq	activemq-5.0.0	activemq-5.1.0	4	0	activemq-core/src/main/java/org/apache/activemq/broker/jmx/SubscriptionView.java
activemq	activemq-5.0.0	activemq-5.1.0	7	0	activemq-core/src/main/java/org/apache/activemq/broker/jmx/SubscriptionViewMBean.java
activemq	activemq-5.0.0	activemq-5.1.0	87	34	activemq-core/src/main/java/org/apache/activemq/broker/region/AbstractRegion.java
activemq	activemq-5.0.0	activemq-5.1.0	17	6	activemq-core/src/main/java/org/apache/activemq/broker/region/AbstractSubscription.java
activemq	activemq-5.0.0	activemq-5.1.0	156	0	activemq-core/src/main/java/org/apache/activemq/broker/region/AbstractTempRegion.java
activemq	activemq-5.0.0	activemq-5.1.0	126	2	activemq-core/src/main/java/org/apache/activemq/broker/region/BaseDestination.java
activemq	activemq-5.0.0	activemq-5.1.0	7	0	activemq-core/src/main/java/org/apache/activemq/broker/region/CompositeDestinationInterceptor.java
activemq	activemq-5.0.0	activemq-5.1.0	54	5	activemq-core/src/main/java/org/apache/activemq/broker/region/Destination.java
activemq	activemq-5.0.0	activemq-5.1.0	15	34	activemq-core/src/main/java/org/apache/activemq/broker/region/DestinationFactoryImpl.java
activemq	activemq-5.0.0	activemq-5.1.0	85	8	activemq-core/src/main/java/org/apache/activemq/broker/region/DestinationFilter.java
activemq	activemq-5.0.0	activemq-5.1.0	2	0	activemq-core/src/main/java/org/apache/activemq/broker/region/DestinationInterceptor.java
activemq	activemq-5.0.0	activemq-5.1.0	21	0	activemq-core/src/main/java/org/apache/activemq/broker/region/DestinationStatistics.java
activemq	activemq-5.0.0	activemq-5.1.0	78	49	activemq-core/src/main/java/org/apache/activemq/broker/region/DurableTopicSubscription.java
activemq	activemq-5.0.0	activemq-5.1.0	35	97	activemq-core/src/main/java/org/apache/activemq/broker/region/IndirectMessageReference.java
activemq	activemq-5.0.0	activemq-5.1.0	3	2	activemq-core/src/main/java/org/apache/activemq/broker/region/NullMessageReference.java
activemq	activemq-5.0.0	activemq-5.1.0	304	276	activemq-core/src/main/java/org/apache/activemq/broker/region/PrefetchSubscription.java
activemq	activemq-5.0.0	activemq-5.1.0	544	408	activemq-core/src/main/java/org/apache/activemq/broker/region/Queue.java
activemq	activemq-5.0.0	activemq-5.1.0	22	6	activemq-core/src/main/java/org/apache/activemq/broker/region/QueueBrowserSubscription.java
activemq	activemq-5.0.0	activemq-5.1.0	128	0	activemq-core/src/main/java/org/apache/activemq/broker/region/QueueDispatchSelector.java
activemq	activemq-5.0.0	activemq-5.1.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/QueueMessageReference.java
activemq	activemq-5.0.0	activemq-5.1.0	3	2	activemq-core/src/main/java/org/apache/activemq/broker/region/QueueRegion.java
activemq	activemq-5.0.0	activemq-5.1.0	16	120	activemq-core/src/main/java/org/apache/activemq/broker/region/QueueSubscription.java
activemq	activemq-5.0.0	activemq-5.1.0	17	1	activemq-core/src/main/java/org/apache/activemq/broker/region/Region.java
activemq	activemq-5.0.0	activemq-5.1.0	64	17	activemq-core/src/main/java/org/apache/activemq/broker/region/RegionBroker.java
activemq	activemq-5.0.0	activemq-5.1.0	26	8	activemq-core/src/main/java/org/apache/activemq/broker/region/Subscription.java
activemq	activemq-5.0.0	activemq-5.1.0	98	0	activemq-core/src/main/java/org/apache/activemq/broker/region/TempQueue.java
activemq	activemq-5.0.0	activemq-5.1.0	15	23	activemq-core/src/main/java/org/apache/activemq/broker/region/TempQueueRegion.java
activemq	activemq-5.0.0	activemq-5.1.0	72	0	activemq-core/src/main/java/org/apache/activemq/broker/region/TempTopic.java
activemq	activemq-5.0.0	activemq-5.1.0	7	1	activemq-core/src/main/java/org/apache/activemq/broker/region/TempTopicRegion.java
activemq	activemq-5.0.0	activemq-5.1.0	65	81	activemq-core/src/main/java/org/apache/activemq/broker/region/Topic.java
activemq	activemq-5.0.0	activemq-5.1.0	14	8	activemq-core/src/main/java/org/apache/activemq/broker/region/TopicRegion.java
activemq	activemq-5.0.0	activemq-5.1.0	75	69	activemq-core/src/main/java/org/apache/activemq/broker/region/TopicSubscription.java
activemq	activemq-5.0.0	activemq-5.1.0	39	5	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/AbstractPendingMessageCursor.java
activemq	activemq-5.0.0	activemq-5.1.0	222	0	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/AbstractStoreCursor.java
activemq	activemq-5.0.0	activemq-5.1.0	108	29	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/FilePendingMessageCursor.java
activemq	activemq-5.0.0	activemq-5.1.0	29	2	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/PendingMessageCursor.java
activemq	activemq-5.0.0	activemq-5.1.0	22	121	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/QueueStorePrefetch.java
activemq	activemq-5.0.0	activemq-5.1.0	37	29	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/StoreDurableSubscriberCursor.java
activemq	activemq-5.0.0	activemq-5.1.0	30	13	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/StoreQueueCursor.java
activemq	activemq-5.0.0	activemq-5.1.0	22	162	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/TopicStorePrefetch.java
activemq	activemq-5.0.0	activemq-5.1.0	30	10	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/VMPendingMessageCursor.java
activemq	activemq-5.0.0	activemq-5.1.0	38	0	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/DispatchSelector.java
activemq	activemq-5.0.0	activemq-5.1.0	5	4	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/FilePendingDurableSubscriberMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/FilePendingQueueMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	4	5	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/FilePendingSubscriberMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	4	3	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/PendingDurableSubscriberMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	3	3	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/PendingQueueMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	3	3	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/PendingSubscriberMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	75	11	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/PolicyEntry.java
activemq	activemq-5.0.0	activemq-5.1.0	8	12	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/RoundRobinDispatchPolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	15	13	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/SimpleDispatchPolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	48	0	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/SimpleDispatchSelector.java
activemq	activemq-5.0.0	activemq-5.1.0	5	3	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/StorePendingDurableSubscriberMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/StorePendingQueueMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/VMPendingDurableSubscriberMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	3	3	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/VMPendingQueueMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	3	4	activemq-core/src/main/java/org/apache/activemq/broker/region/policy/VMPendingSubscriberMessageStoragePolicy.java
activemq	activemq-5.0.0	activemq-5.1.0	4	0	activemq-core/src/main/java/org/apache/activemq/broker/region/virtual/CompositeDestination.java
activemq	activemq-5.0.0	activemq-5.1.0	9	4	activemq-core/src/main/java/org/apache/activemq/broker/region/virtual/CompositeDestinationFilter.java
activemq	activemq-5.0.0	activemq-5.1.0	1	0	activemq-core/src/main/java/org/apache/activemq/broker/region/virtual/CompositeQueue.java
activemq	activemq-5.0.0	activemq-5.1.0	36	17	activemq-core/src/main/java/org/apache/activemq/broker/region/virtual/MirroredQueue.java
activemq	activemq-5.0.0	activemq-5.1.0	5	1	activemq-core/src/main/java/org/apache/activemq/broker/region/virtual/VirtualDestinationInterceptor.java
activemq	activemq-5.0.0	activemq-5.1.0	4	0	activemq-core/src/main/java/org/apache/activemq/broker/region/virtual/VirtualTopic.java
activemq	activemq-5.0.0	activemq-5.1.0	10	1	activemq-core/src/main/java/org/apache/activemq/broker/util/CommandAgent.java
activemq	activemq-5.0.0	activemq-5.1.0	9	1	activemq-core/src/main/java/org/apache/activemq/broker/util/TimeStampingBrokerPlugin.java
activemq	activemq-5.0.0	activemq-5.1.0	43	0	activemq-core/src/main/java/org/apache/activemq/camel/component/ActiveMQComponent.java
activemq	activemq-5.0.0	activemq-5.1.0	82	4	activemq-core/src/main/java/org/apache/activemq/camel/component/ActiveMQConfiguration.java
activemq	activemq-5.0.0	activemq-5.1.0	160	0	activemq-core/src/main/java/org/apache/activemq/camel/component/CamelEndpointLoader.java
activemq	activemq-5.0.0	activemq-5.1.0	36	35	activemq-core/src/main/java/org/apache/activemq/command/ActiveMQMessage.java
activemq	activemq-5.0.0	activemq-5.1.0	1	1	activemq-core/src/main/java/org/apache/activemq/command/ActiveMQTextMessage.java
activemq	activemq-5.0.0	activemq-5.1.0	39	0	activemq-core/src/main/java/org/apache/activemq/command/ConsumerInfo.java
activemq	activemq-5.0.0	activemq-5.1.0	19	4	activemq-core/src/main/java/org/apache/activemq/command/Message.java
activemq	activemq-5.0.0	activemq-5.1.0	12	1	activemq-core/src/main/java/org/apache/activemq/command/WireFormatInfo.java
activemq	activemq-5.0.0	activemq-5.1.0	5	5	activemq-core/src/main/java/org/apache/activemq/filter/MessageEvaluationContext.java
activemq	activemq-5.0.0	activemq-5.1.0	42	0	activemq-core/src/main/java/org/apache/activemq/filter/NonCachedMessageEvaluationContext.java
activemq	activemq-5.0.0	activemq-5.1.0	26	0	activemq-core/src/main/java/org/apache/activemq/kaha/IndexMBean.java
activemq	activemq-5.0.0	activemq-5.1.0	5	0	activemq-core/src/main/java/org/apache/activemq/kaha/MapContainer.java
activemq	activemq-5.0.0	activemq-5.1.0	26	0	activemq-core/src/main/java/org/apache/activemq/kaha/Store.java
activemq	activemq-5.0.0	activemq-5.1.0	65	55	activemq-core/src/main/java/org/apache/activemq/kaha/impl/KahaStore.java
activemq	activemq-5.0.0	activemq-5.1.0	88	32	activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/AsyncDataManager.java
activemq	activemq-5.0.0	activemq-5.1.0	7	1	activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/ControlFile.java
activemq	activemq-5.0.0	activemq-5.1.0	8	8	activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/DataFile.java
activemq	activemq-5.0.0	activemq-5.1.0	0	1	activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/DataFileAccessor.java
activemq	activemq-5.0.0	activemq-5.1.0	67	25	activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/DataFileAppender.java
activemq	activemq-5.0.0	activemq-5.1.0	6	0	activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/JournalFacade.java
activemq	activemq-5.0.0	activemq-5.1.0	23	16	activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/NIODataFileAppender.java
activemq	activemq-5.0.0	activemq-5.1.0	131	0	activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/ReadOnlyAsyncDataManager.java
activemq	activemq-5.0.0	activemq-5.1.0	60	0	activemq-core/src/main/java/org/apache/activemq/kaha/impl/async/ReadOnlyDataFile.java
activemq	activemq-5.0.0	activemq-5.1.0	3	0	activemq-core/src/main/java/org/apache/activemq/kaha/impl/container/ContainerKeySetIterator.java
activemq	activemq-5.0.0	activemq-5.1.0	30	0	activemq-core/src/main/java/org/apache/activemq/kaha/impl/container/MapContainerImpl.java
activemq	activemq-5.0.0	activemq-5.1.0	1	0	activemq-core/src/main/java/org/apache/activemq/kaha/impl/data/DataManagerImpl.java
activemq	activemq-5.0.0	activemq-5.1.0	1	1	activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/DiskIndexLinkedList.java
activemq	activemq-5.0.0	activemq-5.1.0	6	0	activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/Index.java
activemq	activemq-5.0.0	activemq-5.1.0	6	0	activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/IndexManager.java
activemq	activemq-5.0.0	activemq-5.1.0	7	2	activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/VMIndex.java
activemq	activemq-5.0.0	activemq-5.1.0	89	54	activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashBin.java
activemq	activemq-5.0.0	activemq-5.1.0	100	59	activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashIndex.java
activemq	activemq-5.0.0	activemq-5.1.0	70	0	activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashIndexMBean.java
activemq	activemq-5.0.0	activemq-5.1.0	14	32	activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashPage.java
activemq	activemq-5.0.0	activemq-5.1.0	15	6	activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/hash/HashPageInfo.java
activemq	activemq-5.0.0	activemq-5.1.0	4	0	activemq-core/src/main/java/org/apache/activemq/kaha/impl/index/tree/TreeIndex.java
activemq	activemq-5.0.0	activemq-5.1.0	2	5	activemq-core/src/main/java/org/apache/activemq/network/ConduitBridge.java
activemq	activemq-5.0.0	activemq-5.1.0	80	25	activemq-core/src/main/java/org/apache/activemq/network/DemandForwardingBridgeSupport.java
activemq	activemq-5.0.0	activemq-5.1.0	12	4	activemq-core/src/main/java/org/apache/activemq/network/DemandSubscription.java
activemq	activemq-5.0.0	activemq-5.1.0	13	2	activemq-core/src/main/java/org/apache/activemq/network/DiscoveryNetworkConnector.java
activemq	activemq-5.0.0	activemq-5.1.0	3	1	activemq-core/src/main/java/org/apache/activemq/network/DurableConduitBridge.java
activemq	activemq-5.0.0	activemq-5.1.0	402	158	activemq-core/src/main/java/org/apache/activemq/network/LdapNetworkConnector.java
activemq	activemq-5.0.0	activemq-5.1.0	6	1	activemq-core/src/main/java/org/apache/activemq/network/MulticastNetworkConnector.java
activemq	activemq-5.0.0	activemq-5.1.0	4	1	activemq-core/src/main/java/org/apache/activemq/network/NetworkBridgeConfiguration.java
activemq	activemq-5.0.0	activemq-5.1.0	12	4	activemq-core/src/main/java/org/apache/activemq/network/NetworkConnector.java
activemq	activemq-5.0.0	activemq-5.1.0	31	0	activemq-core/src/main/java/org/apache/activemq/network/jms/JmsConnector.java
activemq	activemq-5.0.0	activemq-5.1.0	6	0	activemq-core/src/main/java/org/apache/activemq/network/jms/JmsQueueConnector.java
activemq	activemq-5.0.0	activemq-5.1.0	6	0	activemq-core/src/main/java/org/apache/activemq/network/jms/JmsTopicConnector.java
activemq	activemq-5.0.0	activemq-5.1.0	4	3	activemq-core/src/main/java/org/apache/activemq/openwire/OpenWireFormat.java
activemq	activemq-5.0.0	activemq-5.1.0	13	2	activemq-core/src/main/java/org/apache/activemq/openwire/OpenWireFormatFactory.java
activemq	activemq-5.0.0	activemq-5.1.0	1	2	activemq-core/src/main/java/org/apache/activemq/openwire/v1/BaseDataStreamMarshaller.java
activemq	activemq-5.0.0	activemq-5.1.0	1	2	activemq-core/src/main/java/org/apache/activemq/openwire/v2/BaseDataStreamMarshaller.java
activemq	activemq-5.0.0	activemq-5.1.0	2	3	activemq-core/src/main/java/org/apache/activemq/openwire/v3/BaseDataStreamMarshaller.java
activemq	activemq-5.0.0	activemq-5.1.0	9	2	activemq-core/src/main/java/org/apache/activemq/pool/ConnectionPool.java
activemq	activemq-5.0.0	activemq-5.1.0	10	1	activemq-core/src/main/java/org/apache/activemq/pool/PooledConnection.java
activemq	activemq-5.0.0	activemq-5.1.0	12	1	activemq-core/src/main/java/org/apache/activemq/pool/PooledConnectionFactory.java
activemq	activemq-5.0.0	activemq-5.1.0	1	1	activemq-core/src/main/java/org/apache/activemq/proxy/ProxyConnector.java
activemq	activemq-5.0.0	activemq-5.1.0	170	0	activemq-core/src/main/java/org/apache/activemq/spring/ActiveMQConnectionFactoryFactoryBean.java
activemq	activemq-5.0.0	activemq-5.1.0	60	12	activemq-core/src/main/java/org/apache/activemq/state/ConnectionStateTracker.java
activemq	activemq-5.0.0	activemq-5.1.0	4	1	activemq-core/src/main/java/org/apache/activemq/store/ReferenceStore.java
activemq	activemq-5.0.0	activemq-5.1.0	12	0	activemq-core/src/main/java/org/apache/activemq/store/ReferenceStoreAdapter.java
activemq	activemq-5.0.0	activemq-5.1.0	76	43	activemq-core/src/main/java/org/apache/activemq/store/amq/AMQMessageStore.java
activemq	activemq-5.0.0	activemq-5.1.0	156	20	activemq-core/src/main/java/org/apache/activemq/store/amq/AMQPersistenceAdapter.java
activemq	activemq-5.0.0	activemq-5.1.0	28	23	activemq-core/src/main/java/org/apache/activemq/store/amq/AMQTopicMessageStore.java
activemq	activemq-5.0.0	activemq-5.1.0	1	1	activemq-core/src/main/java/org/apache/activemq/store/amq/RecoveryListenerAdapter.java
activemq	activemq-5.0.0	activemq-5.1.0	14	5	activemq-core/src/main/java/org/apache/activemq/store/jdbc/DefaultDatabaseLocker.java
activemq	activemq-5.0.0	activemq-5.1.0	9	1	activemq-core/src/main/java/org/apache/activemq/store/jdbc/JDBCPersistenceAdapter.java
activemq	activemq-5.0.0	activemq-5.1.0	2	1	activemq-core/src/main/java/org/apache/activemq/store/journal/JournalMessageStore.java
activemq	activemq-5.0.0	activemq-5.1.0	2	1	activemq-core/src/main/java/org/apache/activemq/store/journal/JournalPersistenceAdapter.java
activemq	activemq-5.0.0	activemq-5.1.0	10	4	activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/KahaPersistenceAdapter.java
activemq	activemq-5.0.0	activemq-5.1.0	117	61	activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/KahaReferenceStore.java
activemq	activemq-5.0.0	activemq-5.1.0	14	11	activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/KahaReferenceStoreAdapter.java
activemq	activemq-5.0.0	activemq-5.1.0	6	6	activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/KahaTopicMessageStore.java
activemq	activemq-5.0.0	activemq-5.1.0	171	143	activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/KahaTopicReferenceStore.java
activemq	activemq-5.0.0	activemq-5.1.0	5	1	activemq-core/src/main/java/org/apache/activemq/store/memory/MemoryMessageStore.java
activemq	activemq-5.0.0	activemq-5.1.0	7	0	activemq-core/src/main/java/org/apache/activemq/store/memory/MemoryPersistenceAdapter.java
activemq	activemq-5.0.0	activemq-5.1.0	6	6	activemq-core/src/main/java/org/apache/activemq/store/memory/MemoryTopicMessageStore.java
activemq	activemq-5.0.0	activemq-5.1.0	17	8	activemq-core/src/main/java/org/apache/activemq/store/memory/MemoryTopicSub.java
