Project	Revision(prev)	Revision(cur)	Added	Deleted	File
activemq	activemq-5.4.0	activemq-5.5.0	1	0	activemq-console/src/main/java/org/apache/activemq/console/command/QueryCommand.java
activemq	activemq-5.4.0	activemq-5.5.0	6	0	activemq-console/src/main/java/org/apache/activemq/console/command/ShellCommand.java
activemq	activemq-5.4.0	activemq-5.5.0	1	0	activemq-console/src/main/java/org/apache/activemq/console/command/ShutdownCommand.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-console/src/main/java/org/apache/activemq/console/util/SimpleConsole.java
activemq	activemq-5.4.0	activemq-5.5.0	3	3	activemq-console/src/test/java/org/apache/activemq/simple/Producer.java
activemq	activemq-5.4.0	activemq-5.5.0	42	8	activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java
activemq	activemq-5.4.0	activemq-5.5.0	2	1	activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionFactory.java
activemq	activemq-5.4.0	activemq-5.5.0	62	5	activemq-core/src/main/java/org/apache/activemq/ActiveMQInputStream.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageAudit.java
activemq	activemq-5.4.0	activemq-5.5.0	5	1	activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageAuditNoSync.java
activemq	activemq-5.4.0	activemq-5.5.0	7	5	activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageConsumer.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageProducer.java
activemq	activemq-5.4.0	activemq-5.5.0	2	2	activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageProducerSupport.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageTransformation.java
activemq	activemq-5.4.0	activemq-5.5.0	20	3	activemq-core/src/main/java/org/apache/activemq/ActiveMQOutputStream.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/ActiveMQPrefetchPolicy.java
activemq	activemq-5.4.0	activemq-5.5.0	10	5	activemq-core/src/main/java/org/apache/activemq/ActiveMQQueueBrowser.java
activemq	activemq-5.4.0	activemq-5.5.0	11	7	activemq-core/src/main/java/org/apache/activemq/ActiveMQQueueSession.java
activemq	activemq-5.4.0	activemq-5.5.0	8	8	activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/ActiveMQSessionExecutor.java
activemq	activemq-5.4.0	activemq-5.5.0	175	0	activemq-core/src/main/java/org/apache/activemq/ActiveMQSslConnectionFactory.java
activemq	activemq-5.4.0	activemq-5.5.0	11	7	activemq-core/src/main/java/org/apache/activemq/ActiveMQTopicSession.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ActiveMQXAConnection.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ActiveMQXAConnectionFactory.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ActiveMQXASession.java
activemq	activemq-5.4.0	activemq-5.5.0	3	3	activemq-core/src/main/java/org/apache/activemq/AdvisoryConsumer.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/AlreadyClosedException.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/BlobMessage.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/Closeable.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ConfigurationException.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ConnectionAudit.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ConnectionClosedException.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ConnectionFailedException.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/CustomDestination.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/Disposable.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/EnhancedConnection.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/LocalTransactionEventListener.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/Message.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/MessageAvailableConsumer.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/MessageAvailableListener.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/MessageTransformer.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/MessageTransformerSupport.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/NotStartedException.java
activemq	activemq-5.4.0	activemq-5.5.0	15	2	activemq-core/src/main/java/org/apache/activemq/RedeliveryPolicy.java
activemq	activemq-5.4.0	activemq-5.5.0	44	2	activemq-core/src/main/java/org/apache/activemq/ScheduledMessage.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/Service.java
activemq	activemq-5.4.0	activemq-5.5.0	5	1	activemq-core/src/main/java/org/apache/activemq/StreamConnection.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/ThreadPriorities.java
activemq	activemq-5.4.0	activemq-5.5.0	59	23	activemq-core/src/main/java/org/apache/activemq/TransactionContext.java
activemq	activemq-5.4.0	activemq-5.5.0	67	32	activemq-core/src/main/java/org/apache/activemq/advisory/AdvisoryBroker.java
activemq	activemq-5.4.0	activemq-5.5.0	6	1	activemq-core/src/main/java/org/apache/activemq/advisory/AdvisorySupport.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/advisory/ConsumerEvent.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/advisory/ConsumerEventSource.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/advisory/ConsumerListener.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/advisory/ConsumerStartedEvent.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/advisory/ConsumerStoppedEvent.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/advisory/DestinationEvent.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/advisory/DestinationListener.java
activemq	activemq-5.4.0	activemq-5.5.0	5	5	activemq-core/src/main/java/org/apache/activemq/advisory/DestinationSource.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/advisory/ProducerEvent.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/advisory/ProducerEventSource.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/advisory/ProducerListener.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/advisory/ProducerStartedEvent.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/advisory/ProducerStoppedEvent.java
activemq	activemq-5.4.0	activemq-5.5.0	11	2	activemq-core/src/main/java/org/apache/activemq/blob/BlobTransferPolicy.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/blob/BlobUploadStrategy.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/blob/BlobUploader.java
activemq	activemq-5.4.0	activemq-5.5.0	130	0	activemq-core/src/main/java/org/apache/activemq/blob/FileSystemBlobStrategy.java
activemq	activemq-5.4.0	activemq-5.5.0	11	4	activemq-core/src/main/java/org/apache/activemq/broker/Broker.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/BrokerBroadcaster.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/BrokerFactory.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/BrokerFactoryHandler.java
activemq	activemq-5.4.0	activemq-5.5.0	14	5	activemq-core/src/main/java/org/apache/activemq/broker/BrokerFilter.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/BrokerPlugin.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/BrokerPluginSupport.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/BrokerRegistry.java
activemq	activemq-5.4.0	activemq-5.5.0	142	63	activemq-core/src/main/java/org/apache/activemq/broker/BrokerService.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/BrokerServiceAware.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/CompositeDestinationBroker.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/Connection.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/ConnectionContext.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/Connector.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/ConsumerBrokerExchange.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/DefaultBrokerFactory.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/DestinationAlreadyExistsException.java
activemq	activemq-5.4.0	activemq-5.5.0	11	3	activemq-core/src/main/java/org/apache/activemq/broker/EmptyBroker.java
activemq	activemq-5.4.0	activemq-5.5.0	12	3	activemq-core/src/main/java/org/apache/activemq/broker/ErrorBroker.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/InsertableMutableBrokerFilter.java
activemq	activemq-5.4.0	activemq-5.5.0	5	1	activemq-core/src/main/java/org/apache/activemq/broker/MapTransportConnectionStateRegister.java
activemq	activemq-5.4.0	activemq-5.5.0	13	5	activemq-core/src/main/java/org/apache/activemq/broker/MutableBrokerFilter.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/ProducerBrokerExchange.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/PropertiesBrokerFactory.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/SingleTransportConnectionStateRegister.java
activemq	activemq-5.4.0	activemq-5.5.0	0	1	activemq-core/src/main/java/org/apache/activemq/broker/SslBrokerService.java
activemq	activemq-5.4.0	activemq-5.5.0	31	13	activemq-core/src/main/java/org/apache/activemq/broker/TransactionBroker.java
activemq	activemq-5.4.0	activemq-5.5.0	80	53	activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/TransportConnectionState.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/TransportConnectionStateRegister.java
activemq	activemq-5.4.0	activemq-5.5.0	40	28	activemq-core/src/main/java/org/apache/activemq/broker/TransportConnector.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/TransportStatusDetector.java
activemq	activemq-5.4.0	activemq-5.5.0	28	2	activemq-core/src/main/java/org/apache/activemq/broker/UserIDBroker.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/cluster/ConnectionSplitBroker.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/ft/MasterBroker.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/ft/MasterConnector.java
activemq	activemq-5.4.0	activemq-5.5.0	3	3	activemq-core/src/main/java/org/apache/activemq/broker/jmx/AbortSlowConsumerStrategyView.java
activemq	activemq-5.4.0	activemq-5.5.0	44	10	activemq-core/src/main/java/org/apache/activemq/broker/jmx/AnnotatedMBean.java
activemq	activemq-5.4.0	activemq-5.5.0	6	31	activemq-core/src/main/java/org/apache/activemq/broker/jmx/BrokerView.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/jmx/BrokerViewMBean.java
activemq	activemq-5.4.0	activemq-5.5.0	3	1	activemq-core/src/main/java/org/apache/activemq/broker/jmx/CompositeDataConstants.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/jmx/CompositeDataHelper.java
activemq	activemq-5.4.0	activemq-5.5.0	3	3	activemq-core/src/main/java/org/apache/activemq/broker/jmx/DestinationView.java
activemq	activemq-5.4.0	activemq-5.5.0	2	2	activemq-core/src/main/java/org/apache/activemq/broker/jmx/DestinationViewMBean.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/jmx/DurableSubscriptionView.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/jmx/DurableSubscriptionViewMBean.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/jmx/InactiveDurableSubscriptionView.java
activemq	activemq-5.4.0	activemq-5.5.0	55	18	activemq-core/src/main/java/org/apache/activemq/broker/jmx/ManagedRegionBroker.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/jmx/ManagedTransportConnection.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/jmx/ManagedTransportConnector.java
activemq	activemq-5.4.0	activemq-5.5.0	29	22	activemq-core/src/main/java/org/apache/activemq/broker/jmx/ManagementContext.java
activemq	activemq-5.4.0	activemq-5.5.0	8	0	activemq-core/src/main/java/org/apache/activemq/broker/jmx/NetworkBridgeView.java
activemq	activemq-5.4.0	activemq-5.5.0	2	0	activemq-core/src/main/java/org/apache/activemq/broker/jmx/NetworkBridgeViewMBean.java
activemq	activemq-5.4.0	activemq-5.5.0	47	27	activemq-core/src/main/java/org/apache/activemq/broker/jmx/OpenTypeSupport.java
activemq	activemq-5.4.0	activemq-5.5.0	22	12	activemq-core/src/main/java/org/apache/activemq/broker/jmx/QueueView.java
activemq	activemq-5.4.0	activemq-5.5.0	5	0	activemq-core/src/main/java/org/apache/activemq/broker/jmx/QueueViewMBean.java
activemq	activemq-5.4.0	activemq-5.5.0	2	2	activemq-core/src/main/java/org/apache/activemq/broker/jmx/SubscriptionView.java
activemq	activemq-5.4.0	activemq-5.5.0	2	2	activemq-core/src/main/java/org/apache/activemq/broker/jmx/SubscriptionViewMBean.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/jmx/TopicSubscriptionView.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/jmx/TopicSubscriptionViewMBean.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/region/AbstractRegion.java
activemq	activemq-5.4.0	activemq-5.5.0	7	3	activemq-core/src/main/java/org/apache/activemq/broker/region/AbstractSubscription.java
activemq	activemq-5.4.0	activemq-5.5.0	3	3	activemq-core/src/main/java/org/apache/activemq/broker/region/AbstractTempRegion.java
activemq	activemq-5.4.0	activemq-5.5.0	16	5	activemq-core/src/main/java/org/apache/activemq/broker/region/BaseDestination.java
activemq	activemq-5.4.0	activemq-5.5.0	11	1	activemq-core/src/main/java/org/apache/activemq/broker/region/CompositeDestinationInterceptor.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/ConnectionStatistics.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/ConnectorStatistics.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/Destination.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/DestinationFactory.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/DestinationFactoryImpl.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/DestinationFilter.java
activemq	activemq-5.4.0	activemq-5.5.0	7	1	activemq-core/src/main/java/org/apache/activemq/broker/region/DestinationInterceptor.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/DestinationStatistics.java
activemq	activemq-5.4.0	activemq-5.5.0	59	39	activemq-core/src/main/java/org/apache/activemq/broker/region/DurableTopicSubscription.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/IndirectMessageReference.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/MessageReference.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/MessageReferenceFilter.java
activemq	activemq-5.4.0	activemq-5.5.0	24	15	activemq-core/src/main/java/org/apache/activemq/broker/region/PrefetchSubscription.java
activemq	activemq-5.4.0	activemq-5.5.0	161	67	activemq-core/src/main/java/org/apache/activemq/broker/region/Queue.java
activemq	activemq-5.4.0	activemq-5.5.0	5	57	activemq-core/src/main/java/org/apache/activemq/broker/region/QueueDispatchSelector.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/QueueMessageReference.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/QueueRegion.java
activemq	activemq-5.4.0	activemq-5.5.0	7	8	activemq-core/src/main/java/org/apache/activemq/broker/region/QueueSubscription.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/Region.java
activemq	activemq-5.4.0	activemq-5.5.0	58	18	activemq-core/src/main/java/org/apache/activemq/broker/region/RegionBroker.java
activemq	activemq-5.4.0	activemq-5.5.0	3	1	activemq-core/src/main/java/org/apache/activemq/broker/region/Subscription.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/SubscriptionRecovery.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/region/TempQueue.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/region/TempQueueRegion.java
activemq	activemq-5.4.0	activemq-5.5.0	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/TempTopic.java
activemq	activemq-5.4.0	activemq-5.5.0	4	4	activemq-core/src/main/java/org/apache/activemq/broker/region/TempTopicRegion.java
activemq	activemq-5.4.0	activemq-5.5.0	24	18	activemq-core/src/main/java/org/apache/activemq/broker/region/Topic.java
activemq	activemq-5.4.0	activemq-5.5.0	12	9	activemq-core/src/main/java/org/apache/activemq/broker/region/TopicRegion.java
activemq	activemq-5.4.0	activemq-5.5.0	8	5	activemq-core/src/main/java/org/apache/activemq/broker/region/TopicSubscription.java
activemq	activemq-5.4.0	activemq-5.5.0	12	3	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/AbstractPendingMessageCursor.java
activemq	activemq-5.4.0	activemq-5.5.0	57	51	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/AbstractStoreCursor.java
activemq	activemq-5.4.0	activemq-5.5.0	11	8	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/FilePendingMessageCursor.java
activemq	activemq-5.4.0	activemq-5.5.0	7	2	activemq-core/src/main/java/org/apache/activemq/broker/region/cursors/PendingMessageCursor.java
